Nr;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;StanDost;Wart;OstRez;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
154;130;CN21KV3001000;GRZEJNIK COSMO 21KV 300x1000  (838W);F1G2103010010000;PŁYTOWY;1.000;;1160805;VNWA01;14224822;1;17000;STE;SCE;03675;
155;130;CN21KV6001120;GRZEJNIK COSMO 21KV 600x1120 (1520W);F1G2106011210000;PŁYTOWY;1.000;;1160825;VNWA01;14228349;1;1000;STC;SCC;03843;
156;130;CN22KVL500720;GRZEJNIK COSMO 22KV 500x 720 (1111W);F1G2205007210010;PŁYTOWY LEWY;1.000;;1161124;VNWA01;14262437;1;2000;STC;SCC;03510;
157;130;CVKONWA11;ZAWIESIA ŚCIENNE WA11 (ZESTAW);AZ1BU00011002000;.;3.000;;1161124;VNWA01;14262437;1;11000;STC;SCC;03510;
158;130;CN22KVL600520;GRZEJNIK COSMO 22KV 600x 520  (891W);F1G2206005210010;PŁYTOWY LEWY;1.000;;1161202;VNWA01;14267685;1;1000;STB;SCB;03737;
159;130;CN33KVL600520;GRZEJNIK COSMO 33KV 600x 520 (1276W);F1G3306005210010;PŁYTOWY LEWY;1.000;;1161202;VNWA01;14268215;1;9000;SXE;SCE;03675;
160;130;CN33K500800;GRZEJNIK COSMO 33K 500x 800 (1782W);F1E3305008010000;PŁYTOWY;1.000;;1161124;VNWA01;14248558;1;7000;STE;SCE;03675;
161;130;CN22KVL500800;GRZEJNIK COSMO 22KV 500x 800 (1234W);F1G2205008010010;PŁYTOWY LEWY;1.000;;1161124;VNWA01;14262437;1;3000;STC;SCC;03510;
162;130;CN11KV300600;GRZEJNIK COSMO 11KV 300x 600  (339W);F1G1103006010000;PŁYTOWY;2.000;;1160706;VNWA01;14191391;1;156000;STE;SCE;03513;
163;130;CN21KV500520;GRZEJNIK COSMO 21KV 500x 520  (638W);F1G2105005210000;PŁYTOWY;7.000;;1160921;VNWA01;14226617;1;11000;STB;SCB;03740;
164;130;#CNP;GRZEJNIK COSMO 22P 600x1200 (2003W);F1J220601201000R7030;PLAN MULTI PŁYTOWY RAL7030;1.000;;1150515;VNWA01;14092589;1;1000;STX;STX;03675;
165;130;CN11KVL600520;GRZEJNIK COSMO 11KV 600x 520  (488W);F1G1106005210010;PŁYTOWY LEWY;2.000;;1160809;VNWA01;14228481;1;1000;STC;SCC;03510;
166;130;CN22KV300520;GRZEJNIK COSMO 22KV 300x 520  (569W);F1G2203005210000;PŁYTOWY;1.000;;1161013;VNWA01;14248820;1;2000;STB;SCB;03737;
167;130;CN33KVL900600;GRZEJNIK COSMO 33KV 900x 600 (1933W);F1G3309006010010;PŁYTOWY LEWY;2.000;;1161202;VNWA01;14268215;1;10000;SXE;SCE;03675;
168;130;ONTARIOUB50;UMYWALKA ONTARIO 50x39,5 NABLATOWA;K669001;Z/O Z/P BIAŁA;1.000;;1151221;CEKI01;14146141;1;1000;STC;SCC;03648;
169;130;CN21KV900720;GRZEJNIK COSMO 21KV 900x 720 (1342W);F1G2109007210000;PŁYTOWY;1.000;;1160706;VNWA01;14191391;1;170000;STE;SCE;03513;
170;130;CNAST15400;GRZEJNIK COSMO-ART STANDARD 1500x400;F3IA015004000000;ŁAZIENKOWY BIAŁY  (541W);1.000;;1161020;VNWA01;14243208;1;2000;STE;SCE;03513;
171;130;CNHDEV6800;GRZEJNIK COSMO 30V 600x 800 (1182W);F1G3006008000000;PŁYTOWY HIGIENICZNY;1.000;;1150414;VNWA01;14094742;1;5000;STC;SCC;03748;
172;130;BXSGN4035Z;SZAFKA GAZOWA NAŚCIENNA 400x350x250;GAZZ400350250G1003;(HxLxG) ZEWNĘTRZNA;16.000;;1161122;BOPI01;14257618;1;36000;STA;SCA;03826;
173;130;CNP22600800;GRZEJNIK COSMO 22P 600x 800 (1335W);F1J2206008010000;PLAN MULTI PŁYTOWY;1.000;;1161124;VNWA01;14262890;1;2000;STE;SCE;03513;
174;130;CNP226001200;GRZEJNIK COSMO 22P 600x1200 (2003W);F1J2206012010000;PLAN MULTI PŁYTOWY;1.000;;1161124;VNWA01;14262890;1;3000;STE;SCE;03513;
175;130;CNHEV9600;GRZEJNIK COSMO 10V 900x 600  (527W);F1G1009006000000;PŁYTOWY HIGIENICZNY;2.000;;1150414;VNWA01;14094742;1;6000;STC;SCC;03748;
176;130;CN11VM6001200;GRZEJNIK COSMO T6 11VM 600x1200 (1127W);F1H1106012010000;PŁYTOWY;1.000;;1161202;VNWA01;14259379;1;35000;STE;SCE;03513;
177;130;CN33KV500920;GRZEJNIK COSMO 33KV 500x 920 (2050W);F1G3305009210000;PŁYTOWY;1.000;;1161117;VNWA01;14260761;1;1000;GR4;GR4;03737;
178;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;1.000;;1160421;VNWA01;14192667;1;5000;STE;SCE;03513;
179;130;CN33KVL6001320;GRZEJNIK COSMO 33KV 600x1320 (3238W);F1G3306013210010;PŁYTOWY LEWY;1.000;;1160516;VNWA01;14197601;1;45000;STA;SCA;03821;
180;130;GEPET45315315;TRÓJNIK HDPE 45° 315x315;372148161;.;4.000;;1150331;GEWA01;14091374;1;10000;SH2;SHA;03630;
181;130;GEPET45250250;TRÓJNIK HDPE 45° 250x250;371147161;.;10.000;;1150331;GEWA01;14091374;1;11000;SH2;SHA;03630;
182;130;#LECE1;SZAFKA POD UMYWALKĘ KARTELL 595X455X615;H4075520336311;BIAŁY POŁYSK+SYFON X2 SZUFLADA;1.000;;1141008;ZWGL01;14038801;1;2000;TMP;TMP;03744;
183;130;#LECE1;UMYWALKA NABLATOWA KARTELL 600X460;H8103350001111;SAPHIR KERAMIK Z/O,B/P LEWA;1.000;;1141008;ZWGL01;14038801;1;3000;TMP;TMP;03744;
184;130;CFBSPMMN10;COSMOFLOOR ROZDZIELACZ POMPOWY BSPMME-10;1041126813;STAL MALOWANA MIESZACZ TERM POMPA EL;1.000;;1151217;GOWO01;14164692;1;1000;SXA;SCA;03826;
185;130;CFBNX14;COSMOFLOOR SZAFKA NATYNKOWA BNX 12-14;1041111890;OBW. 1015x700x135MM;2.000;;1151217;GOWO01;14164692;1;2000;SXA;SCA;03826;
186;130;NOVAPROU60WP;UMYWALKA NOVA PRO 60x45 Z/O WPUSZCZANA;M31861000;Z/P BIAŁA;1.000;;1151204;GEWA01;14160364;1;1000;SXB;SCB;03679;
187;130;RFV9K15;ZAWÓR RFV9 DN15 1/2" KĄTOWY;1185004;TERMOSTATYCZNY M30x1.5 GRZEJNIKOWY;105.000;;1160606;OVST01;14195643;1;8000;STE;SCE;03513;
188;130;OVS0ZK15;ZAWÓR COMBI 2 DN15 1/2"        KĄTOWY;1091062;ŚRUBUNEK POWROTNY GRZEJNIKOWY;105.000;;1160606;OVST01;14195643;1;9000;STE;SCE;03513;
189;130;MODOU80;UMYWALKA MODO 80x48,5 Z/O Z/P BIAŁA;L31980000;;1.000;;1160722;GEWA01;14217565;1;1000;STX;STX;03680;
190;130;#BX7;RAMKA MASKUJĄCA DO SZAFKI GAZOWEJ;RAMKAGAZW600X800X250X1003;600X800X250 WYK.ZEW.RAL 1003;1.000;;1161031;BOPI01;14253879;1;1000;TMP;TMP;03513;
191;130;UCOROSP56;SZAFKA ROZDZ. PODTYNKOWA PT 565x123 MM;1046991;VARIO MP3;7.000;;1160505;UPSO01;14200659;1;26000;SXB;SCB;03737;
192;130;#BTST01;WANNA DARLING 170X75 WHITE;D710;PREISLISTE  2152-B OD 01.04.2014;1.000;;1120627;BEDE01;10401305;1;1000;TMP;TMP;03332;
193;130;BETTENOGI1;NOGI DO WANNY UNIVERSAL;B231500;;1.000;;1120628;BEDE01;10401305;1;2000;TMP;TMP;03332;
194;130;ZKSISUGT;STELAŻ KOŁO TECHNIC GT UMYWALKA H113-133;99402000;SZEROKOŚĆ 50 CM;2.000;;1150710;GEWA01;14118331;1;9000;STE;SCE;03648;
195;130;MRFMTX1;MODUŁ RADIOWY TX1.1 DO WODOMIERZY;5907738167607;GSD8-RFM;20.000;;1160902;BMTR01;14237193;1;1000;STE;SCE;03675;
196;130;J8RFMA16C;WODOMIERZ JS GSD8-RFM 1.6M3/H DN15 90°;5907738168123;110-G3/4" MBUS-RADIO MID R100/R50;13.000;;1160902;BMTR01;14237193;1;2000;STE;SCE;03675;
197;130;J8RFMA16Z;WODOMIERZ JS GSD8-RFM 1.6M3/H DN15 30°;5907738168116;110-G3/4" MBUS-RADIO MID R100/R50;5.000;;1160902;BMTR01;14237193;1;3000;STE;SCE;03675;
198;130;J8RFMA40Z;WODOMIERZ JS GSD8-RFM 4.0M3/H DN20 30°;5907738168154;130-G1" MBUS-RADIO MID R100/R50;1.000;;1160902;BMTR01;14237193;1;4000;STE;SCE;03675;
199;130;J8RFMA40C;WODOMIERZ JS GSD8-RFM 4.0M3/H DN20 90°;5907738168161;130-G1" MBUS-RADIO MID R100/R50;1.000;;1160902;BMTR01;14237193;1;5000;STE;SCE;03675;
200;130;NMCK190150;OTULINA INSUL-TUBE 19x 15 (1/4");IVTAIS190150;KAUCZUKOWA 105°  ODCINEK 2M;16.000;;1130712;NMZA01;12464361;1;2000;STB;SCB;03740;
201;130;NMCK190180;OTULINA INSUL-TUBE 19x 18 (3/8");IVTAIS190180;KAUCZUKOWA 105°  ODCINEK 2M;26.000;;1130712;NMZA01;12464361;1;3000;STB;SCB;03740;
202;130;CONELOS13018C;CONEL STABIL OTULINA 13x18 (3/8");IPTCCC130181;ODCINEK 2M CZERWONY;96.000;;1131220;NMZA01;13228976;1;1000;STA;SCA;03826;
203;130;CONELOS13022C;CONEL STABIL OTULINA 13x22 (1/2");IPTCCC130221;ODCINEK 2M CZERWONY;80.000;;1131220;NMZA01;13228976;1;2000;STA;SCA;03826;
204;130;CONELOS13035C;CONEL STABIL OTULINA 13x35 (1");IPTCCC130351;ODCINEK 2M CZERWONY;48.000;;1131220;NMZA01;13228976;1;3000;STA;SCA;03826;
205;130;PURESTUS601OR1;UMYWALKA PURE STONE 60x62,5 Z/O STAWIANA;517261R1;B/P BIAŁA CERAMICPLUS;2.000;;1131202;VBME01;13218505;1;1000;STB;SCB;03740;
206;130;DURASU45;UMYWALKA DURASTYLE 45x33.5 Z/O B/P;0708450000;BIAŁA;1.000;;1161205;DUHO01;14262166;1;1000;STX;STX;03680;
207;130;#DRCS;UMYWALKA DURASTYLE 1300X480 Z/O Z,P;2338130000;PODWÓJNA MEBLOWA;1.000;;1161205;DUHO01;14262166;1;3000;STX;STX;03680;
208;130;DXZFFR100050;ZWĘŻKA FFR 100x50;911FFR100050;;1.000;;1161205;DODZ01;14267900;1;4000;STE;SCE;03513;
209;130;DXTKT100065;TRÓJNIK KOŁNIERZOWY T 100x65;901T100065;;1.000;;1161205;DODZ01;14267900;1;5000;STE;SCE;03513;
210;130;E501CCNMAT;ZLEWOZMYWAK E50 1C CN MAT;30000048;465x465 STAL MATOWA;4.000;;1150730;TKPR01;14123306;1;7000;SXB;SCB;03750;
211;130;#TYM1;ZESTAW MONT. DO ZASUW M20/100mm;;WPISZ KOD;50.000;;1141006;MAGD01;14000066;1;2000;SH2;SHB;03511;
212;130;LOOPUN39;UMYWALKA LOOP&FRIENDS 39 NABLATOWA B/O;61403901;Z/P BIAŁA;1.000;;1150403;VBME01;14087415;1;1000;STE;SCE;03513;
213;130;INSSQMW;MISKA WISZĄCA INSPIRA SQUARE RIMLESS;A346537000;BIAŁA;1.000;;1161129;ZWGL01;14237488;1;11000;STC;SCC;03648;
214;130;#LFCE;UMYWALKA LIVING SQUARE 150x48 B/O B/P;H8164380001091LCC;MEBLOWA BIAŁA;1.000;;1150123;ZWGL01;14074240;1;1000;STX;STX;03332;
215;130;#ISCV;SEVA UMYWALKA WPUSZCZANA W BLAT 52X44;W508901;CENNIK 18.01.2016;5.000;;1131207;IDWR01;11477759;1;1000;STE;SCE;03513;
216;130;CLIVIACUN54;UMYWALKA CLIVIA 54x41,5 NABLATOWA;41711701;Z/O Z/P BIAŁA VIGOUR;18.000;;1160929;ALER02;14244572;1;1000;SXB;SCB;03740;
217;130;HAWW470010;ZASUWA KOŁNIERZOWA DŁUGA TYP E  DN100;ZS470010000PW16;WODA PN16;3.000;;1160224;HAKO01;14182030;1;40000;SH2;SHA;03630;
218;130;HAWW2520050;ZASUWA DO PRZYŁĄCZA DOMOWEGO DN 2";PD2520200000W16;PN16;2.000;;1160224;HAKO01;14182030;1;46000;SH2;SHA;03630;
219;130;NOVAPRO45ZSZB0;UMYWALKA NOVA PRO 45x35 PROSTOKĄTNA Z/O;M39024000;Z SZAFKĄ BIAŁY POŁYSK ZESTAW;1.000;;1161104;GEWA01;14257236;1;5000;SXA;SCA;03826;
220;130;NOTMWL2;MISKA WISZĄCA NOVA TOP BEZ BARIER 70CM;63500000;LEJOWA BIAŁA;1.000;;1140527;GEWA01;14003776;1;1000;STA;SCA;03826;
221;130;CWPVC300N;PŁASZCZ PVC DO COSMO E  300 NIEBIESKI;5930200;.;1.000;;1160620;WILE01;14206189;1;3000;STA;SCA;03826;
222;130;PRASZUT64622;BATERIA UMYWALKOWA CZASOWA B/MIESZ. 605;64622;CHROM STOJĄCA OZN.CIEPŁA;11.000;;1160908;EKPL01;14236060;1;1000;SXB;SCB;03648;
223;130;Z15NOVAA;POMPA CWU STAR-Z NOVA A 230V PN10 1/2";4132761;CYRKULACYJNA Z ZAWORAMI;4.000;;1161104;WIRA01;14244651;1;3000;STE;SCE;03513;
224;130;YONOSP2514DP;ZESTAW DWÓCH POMP CO YONOS PICO 25/1-4;4202986;OBIEGOWE PN6 1";4.000;;1161104;WIRA01;14244651;1;4000;STE;SCE;03513;
225;130;Z15NOVAA;POMPA CWU STAR-Z NOVA A 230V PN10 1/2";4132761;CYRKULACYJNA Z ZAWORAMI;4.000;;1161104;WIRA01;14244651;1;6000;STE;SCE;03513;
226;130;YONOSP2516DP;ZESTAW DWÓCH POMP CO YONOS PICO 25/1-6;4202987;OBIEGOWE PN6 1";4.000;;1161104;WIRA01;14244651;1;7000;STE;SCE;03513;
227;130;RURMAWM8;RURA MIEDZIANA MIĘKKA  8x1.0 50M W ZWOJA;RURMAWM08;CH CU;50.000;;1161013;MKHE01;14248437;1;3000;STA;SCA;03821;
228;130;GEPEWD571;WPUST DACHOWY 56 PLUVIA TYP 7;359571001;DO POKRYĆ BITUMICZNYCH;1.000;;1161031;GEWA01;14257889;1;1000;SXB;SCB;03740;
229;130;GEPET904040;TRÓJNIK HDPE 90° 40x 40;360159161;.;10.000;;1161031;GEWA01;14257889;1;2000;SXB;SCB;03740;
230;130;GEPEZAK040;ZAŚLEPKA KOMPLETNA HDPE 40MM;360750161;;10.000;;1161031;GEWA01;14257889;1;3000;SXB;SCB;03740;
231;130;GEPET905050;TRÓJNIK HDPE 90° 50x 50;361162161;.;10.000;;1161031;GEWA01;14257889;1;4000;SXB;SCB;03740;
232;130;VSC20645P13Y;KOCIOŁ VSC 206/4-5 150+ ZESTAW;0010022820;PODSTAWOWY DO SYSTEMU SZACHTU;1.000;;1161124;VAWA01;14263444;1;1000;SXB;SCB;03737;
233;130;TALSVBZST;BATERIA ZLEWOZMYWAKOWA TALIS S VARIARC;14870000;STOJĄCA CHROM;4.000;;1150806;HATA01;14123306;1;1000;SXB;SCB;03750;
234;130;DCODEU45;UMYWALKA D-CODE 45x34 Z/O Z/P BIAŁA;07054500002;;4.000;;1150804;DUHO01;14123306;1;2000;SXB;SCB;03750;
235;130;FOCBUST10CS;BATERIA UMYWALKOWA FOCUS 100 STOJĄCA;31621000;COOL START Z/MECH. ZAM. CHROM;4.000;;1150806;HATA01;14123306;1;3000;SXB;SCB;03750;
236;130;TALSVBZSTWW;BATERIA ZLEWOZMYWAKOWA TALIS S VARIARC;14872000;STOJĄCA Z WYCIĄGANĄ WYLWEKĄ CHROM;1.000;;1150730;HATA01;14123306;1;15000;SXB;SCB;03750;
237;130;TQTK11P16;TULEJA KOŁNIERZOWA DN110 PE100 SDR11;05DTQTK11011;PN16;4.000;;1160224;TQDG01;14182030;1;61000;SH2;SHA;03630;
238;130;GEPEUC160K;UCHWYT DO RUR HDPE 160 1/2";369841002;REGULOWANY;3.000;;1160524;GEWA01;14205492;1;69000;STC;SCC;03510;
239;130;#REH0;CZWÓRNIK NAROŻNIKOWY DN.110/110/110/87ST;11215641003;;17.000;;1160720;REPR02;14214384;1;7000;STE;SCE;03675;
240;130;GEPET456350;TRÓJNIK HDPE 45° 63x 50;364112161;.;8.000;;1160927;GEWA01;14242503;1;14000;STC;SCC;03510;
241;130;GEPEKM63;KOMPENSACJA HDPE 63;364700161;.;2.000;;1160927;GEWA01;14242503;1;16000;STC;SCC;03510;
242;130;GEPERE11075;REDUKCJA HDPE MIMOŚRODOWA 110x 75;367576161;.;8.000;;1160927;GEWA01;14242503;1;20000;STC;SCC;03510;
243;130;GEPEUC63K;UCHWYT DO RUR HDPE 63 1/2";364841002;REGULOWANY;20.000;;1160927;GEWA01;14242503;1;31000;STC;SCC;03510;
244;130;#QUA00;FILTR DZIAŁKOWY DO CENTRALI XP10;QUA00;427x399x96 G4;8.000;;1161129;QAGD01;14262595;1;1000;SXC;SCC;03510;
245;130;#FRZS;FRANKE COLIBRI 620 ZLEWOZMYWAK 2 KOM.;1010294266;STAL NIERDZEWNA JEDWAB;1.000;;1140822;FRRA01;14035440;1;2000;STA;SCA;03826;
246;130;TREP190019510;BLOK MONTAŻOWY DO BATERII WANNOWEJ 4 OTW;190019510;ZE STELAŻEM;1.000;;1160112;TRDU01;14168184;1;35000;STB;SCB;03679;
247;130;GEPEZL50;ZŁĄCZE ŚRUBOWE KOMPLETNE HDPE 50;361740161;.;60.000;;1160518;GEWA01;14198202;1;6000;STC;SCC;03510;
248;130;#SHPI;NOŚNIK 80X80 R55 PÓŁOKRĄGŁY;2048;CENNIK WAŻNY OD 01.04.2012;1.000;;1160610;SCMI01;14211079;1;1000;SXB;SCB;03332;
249;130;VGSPR452452;SYFON PRALKI/ZMYWARKI PODTYNKOWY 40/50;452452;PIONOWY TWORZYWO/BIAŁY;10.000;;1160913;VIWA01;14234864;1;1000;STC;SCC;03510;
250;130;PLATE1500PP;RUSZT PROSTY PLATE DO WYPEŁNIENIA 1500MM;601570;POŁYSK;1.000;;1161010;TEST01;14248669;1;2000;STA;SCA;03821;
251;130;DLAK1;AKCESORIA DO KOLAN ODPŁYWOWYCH;660015;EKSTRA NISKICH;1.000;;1161010;TEST01;14248669;1;4000;STA;SCA;03821;
252;130;CONELOPUK20114;CONEL PUR KOLANO 20/114MM (4");120305;;8.000;;1161202;IZCM02;14255036;1;1000;STB;SCB;03740;
253;130;CERSANIA50;UMYWALKA CERSANIA NEW 50x38,5 MEBLOWA;K110044;Z/O Z/P BIAŁA;1.000;;1150219;CEKI01;14076782;1;3000;SXA;SCA;03826;
254;130;MERIDAMKD;MISKA KOMPAKTOWA MERIDA ODPŁYW POZ.;K03014;Z DOLNOPŁUKIEM 3/6 Z DESKĄ MIĘKKĄ PP;1.000;;1150219;CEKI01;14076782;1;7000;SXA;SCA;03826;
255;130;IKA7B075;PODGRZEWACZ CWU FISH  750 S2;502512075;DUO SOLAR (SZARY);1.000;;1131113;SURA01;13075463;1;1000;SXE;SCE;03513;
256;130;CZTK1;CZUJNIK TEMPERATURY CZ-TK1;CZTK1;DO ZBIORNIKA CWU;1.000;;1150603;PNWA01;14108448;1;3000;STE;SCE;03678;
257;130;VAR3604E;CENTRALA WENTYLACYJNA RECOVAIR VAR360/4E;0010019692;Z ODZYSKIEM CIEPŁA;1.000;;1161202;VAWA01;14262874;1;1000;STA;SCA;03826;
258;130;FFLEXC25;SPRZĘGŁO HYDRAULICZNE FLEXBALANCE C 1";28381;FLEXBALANCE ECOPLUS C  60KW;1.000;;1151109;FLPO01;14151914;1;1000;STC;SCC;03727;
259;130;*HDSP1;GŁOWICA NATRYSKOWA Z SITKIEM;;NA PRZEGUBIE CHROM;16.000;;1160829;HDKO01;14233152;1;2000;SXB;SCB;03648;
260;130;*VOCE1;PÓŁPOSTUMENT DO UMYWALKI HOMMAGE BIAŁY;;C.PL.;1.000;;1101209;VBME01;7664359;1;1000;STX;STX;03719;
261;130;BINSBZSTM;BATERIA ZLEWOZMYWAKOWA BINGO STAR STOJ.;428360578;MULTI CHROM;4.000;;1160323;KLOP01;14187075;1;1000;STE;SCE;03648;
262;130;DRSOOS5040;OSŁONA SYFONU CHROM;0050401000;.;1.000;;1150629;DUHO01;14113194;1;1000;GR4;GR4;03679;
263;130;RAINGNS24SC;GŁOWICA NATRYSKU RAINDANCE S AIR FI 240;27474000;RAMIĘ 389MM ŚCIENNA CHROM;1.000;;1161103;HATA01;14256883;1;10000;STB;SCB;03680;
264;130;PUREGN18R30;GŁOWICA NATRYSKU PURE FI 180MM RAMIĘ;B47B3029105N;300MM CHROM;1.000;;1161021;NIAE01;14250828;1;13000;STE;SCE;03513;
265;130;NOVAPROCH;PRZYCISK WC NOVA PRO CHROM DO GT;94160002;;2.000;;1150313;GEWA01;14088520;1;4000;STA;SCA;03679;
266;130;FK0632AA;FILTR DO WODY FK06 5/4"  100UM;FK06114AA;Z OPŁUKIWANIEM, REGULATOR CIŚNIENIA;2.000;;1161006;HOWA01;14243465;1;1000;STE;SCE;03675;
267;130;#DRDR;DURAVIT WSPORNIK KONSOLI CHROM;PV9933;OSPRZĘT CENNIK 01.01.2015;1.000;;1150629;DUHO01;14110644;1;1000;STC;SCC;03648;
268;130;DZTGW040;ZAWÓR DO WSPAWANIA GAZ DN40 PN40 KULOWY;7410240040;DZT GAZOWY;1.000;;1130705;DZDZ01;12435312;1;1000;STE;SCE;03513;
269;130;RHUP0310;UCHWYT PAPIERU TOAL. B/PRZYKR. PORĘCZ PO;L1103100;NA PORĘCZ POŁYSK FUNKTION STAL NIERDZEWN;1.000;;1150814;GEWA01;14123306;1;12000;SXB;SCB;03750;
270;130;WADCUP200;USTNIK POD PARASOL DWWK 200/300;3522000005;WADEX SPALINOWY;1.000;;1161019;WAWR01;14248188;1;1000;SXE;SCE;03513;
271;130;ELGPMBL5620;PMBL5620 ROZGAŁĘŹNIK LG DO MULTI F;ELGPMBL5620;SYSTEMY MULTI FDX (FM41AH.FM49AH.FM57AH);1.000;;1151006;LGWR01;14141331;1;2000;STE;SCE;03513;
272;130;HG96016000;MOCOWANIE BATERII;96016000;.;3.000;;1161006;HATA01;14241474;1;1000;STE;SCE;03513;
273;130;HG13961000;ELEMENTY MOCUJĄCE DO WYLEWEK STOJĄCYCH;13961000;.;2.000;;1161006;HATA01;14241474;1;2000;STE;SCE;03513;
274;130;WADKASUS110;USZCZELKA TURBO 110;852110000;WADEX;6.000;;1161026;WAWR01;14254563;1;1000;TMP;TMP;03675;
275;130;#DRDR;ZAWIAS DO DESKI D-CODE ZAWIAS ZWYKŁY;0061391000;OSPRZĘT CENNIK 01.01.2015;1.000;;1150102;DUHO01;14072347;1;1000;STX;STX;03679;
276;130;#DTSO;DORNBRACHT MEM SYFON CYPRUM;1006078049;CENNIK 2016 (OD 01.04.2016);1.000;;1160315;DOIS01;14186810;1;1000;STX;STX;03679;
277;130;*ZKKCZ1;ATOL:GUMKA POLERSKA DO SREBRNYCH PROFILI;;;1.000;;1160902;GEWA01;14235583;1;1000;TMP;TMP;03332;
278;130;SNTM054;MUFA DWUKIELICHOWA 54;12427054;STAL WĘGLOWA 24000 SANHA THERM 1.0034;2.000;;1160818;SALE01;14230332;1;1000;STE;SCE;03513;
279;130;BOXCH;PRZYCISK WC BOX DO GT CHROM;94161002;;1.000;;1151221;GEWA01;14164861;1;1000;SXC;SCC;03514;
280;130;ZPZSB143CGP;ZESTAW PRZEZBR.ZSB-14-3C NA GAZ PŁYNNY;87160127590;;1.000;;1161117;BOWA02;14263010;1;1000;STE;SCE;03513;
281;130;#XX;GŁOWICA DO BATERII CLIVIA B2144AA;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1141007;IDWR01;14044778;1;3000;SXE;SCE;03648;
282;130;CLIVIABZXU;USZCZELKI POD GŁOWICĘ KOMPL (3 SZT.);A961155NU;;1.000;;1141007;IDWR01;14044778;1;2000;SXE;SCE;03648;
283;130;#DTAS;PERLATOR DO BATERII SQUARE;0423010240000;CENNIK 2016 (OD 01.04.2016);1.000;;1150121;DOIS01;14076334;1;1000;SXB;SCB;03679;
284;130;GEPEEM040;ELEKTROMUFA HDPE 40MM;360771161;;8.000;;1140806;GEWA01;14029849;1;13000;STE;SCE;03675;
285;130;GEPERE7540;REDUKCJA HDPE MIMOŚRODOWA  75x 40;365558161;.;1.000;;1140806;GEWA01;14029849;1;32000;STE;SCE;03675;
286;130;GEMSCTR21011;TRÓJNIK 90° 108 C-STAHL;21011;MAPRESS STAL WĘGLOWA;1.000;;1161129;GEWA01;14267317;1;3000;STE;SCE;03513;
287;130;#SYS;CZERPNIA/WYRZUTNIA CVVX 200;5564;CENNIK 20.02.2007;3.000;;1120314;SYMR01;9905484;1;1000;SXB;SCB;03740;
288;130;#IKA;ZESTAW POŁĄCZ DO 3 KOL Z 4 WYJŚCIAMI;IKA;UWAGA-KALK.OD C.ZAKUPU;1.000;;1120809;SURA01;10765552;1;1000;TMP;TMP;03675;
289;130;#TMGR1;GRZEJNIK ŁAZ.POC 530*450 (302W) BIAŁY;GPOC054BIP300;PODŁĄCZENIE PRAWE 50CM;1.000;;1120921;TEGD01;10988079;1;1000;GR4;GR4;03674;
290;130;CN33KV6001120;GRZEJNIK COSMO 33KV 600x1120 (2747W);F1G3306011210000;PŁYTOWY;6.000;;1161027;VNWA01;14251218;1;16000;STE;SCE;03675;
291;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;2.000;;1161104;VNWA01;14251218;1;19000;STE;SCE;03675;
292;130;CN33KV9001120;GRZEJNIK COSMO 33KV 900x1120 (3608W);F1G3309011210000;PŁYTOWY;1.000;;1161104;VNWA01;14251218;1;23000;STE;SCE;03675;
293;130;CN33KV9001200;GRZEJNIK COSMO 33KV 900x1200 (3865W);F1G3309012010000;PŁYTOWY;4.000;;1161104;VNWA01;14251218;1;24000;STE;SCE;03675;
294;130;DIPKOSI11TE;PAKIET KOMFORT SI11TE:POMPA,BUFOR,PODGRZ;PKFRTSI11TE2;EWACZ,ROZDZIELACZ,3 POMPY,GRZAŁKA;1.000;;1160921;DIPO01;14240425;1;1000;STC;SCC;03510;
295;130;#DI01;DOPŁATA DO ZAMIANY BUFORA NA PSP100E;DI01;;1.000;;1160928;DIPO01;14240425;1;2000;STC;SCC;03510;
296;130;MCA600;UCHWYT GRZEJNIKA MONCLAC MCA600;51872207;.;10.000;;1130708;SINO01;12440466;1;1000;STE;SCE;03513;
297;130;#JS02;KOCIOŁ SUPRALINE KN 15-8 E GZ50 15KW;7715130010983;CENNIK 15.03.2016;1.000;;1120411;BOWA02;10102243;1;1000;STX;STX;03674;
298;130;HRE3040;ZAWÓR HRE3 DN 40 KVS 25.00 GW PN 6;065Z0421;MIESZAJĄCY 3-DROG. TMAX=110°C;1.000;;1161130;DACH10;14265745;1;20000;STB;SCB;03740;
299;130;AMB162XA;SIŁOWNIK AMB 162 5Nm 3p 480s 230V;082H0224;.;1.000;;1161130;DACH10;14265745;1;21000;STB;SCB;03740;
300;130;PPRMGZ9080;MUFA PP GZ PN20  90x3";MGZ90X3;ZGRZEWANA;1.000;;1161021;DMWL01;14253223;1;1000;STE;SCE;03675;
301;130;TQRE090063;REDUKCJA ELEKTROOPOROWA 90x63 PE100;06ETQRE906311;SDR11;1.000;;1160704;TQDG01;14218265;1;2000;SH2;SHB;03631;
